学生1	国际学院	物联网工程	2019200001	13922220001	2019200001@bupt.com	0	2019200001	3	111015	111021	111022	
学生2	国际学院	物联网工程	2019200002	13922220002	2019200002@bupt.com	1	2019200002	2	111015	111021		
学生3	国际学院	物联网工程	2019200003	13922220003	2019200003@bupt.com	0	2019200003	2	111015	111021		
学生4	国际学院	物联网工程	2019200004	13922220004	2019200004@bupt.com	1	2019200004	2	111015	111021		
学生5	国际学院	物联网工程	2019200005	13922220005	2019200005@bupt.com	0	2019200005	2	111015	111021		
学生6	国际学院	物联网工程	2019200006	13922220006	2019200006@bupt.com	1	2019200006	2	111015	111021		
学生7	国际学院	物联网工程	2019200007	13922220007	2019200007@bupt.com	0	2019200007	2	111015	111021		
学生8	国际学院	物联网工程	2019200008	13922220008	2019200008@bupt.com	1	2019200008	2	111015	111021		
学生9	国际学院	物联网工程	2019200009	13922220009	2019200009@bupt.com	0	2019200009	2	111015	111021		
学生10	国际学院	电子商务与法律	2019200010	13922220010	2019200010@bupt.com	1	2019200010	2	111015	111021		
学生11	国际学院	电子商务与法律	2019200011	13922220011	2019200011@bupt.com	0	2019200011	2	111015	111021		
学生12	国际学院	电子商务与法律	2019200012	13922220012	2019200012@bupt.com	1	2019200012	2	111015	111021		
学生13	国际学院	电子商务与法律	2019200013	13922220013	2019200013@bupt.com	0	2019200013	2	111015	111021		
学生14	国际学院	电子商务与法律	2019200014	13922220014	2019200014@bupt.com	1	2019200014	2	111015	111021		
学生15	国际学院	电子商务与法律	2019200015	13922220015	2019200015@bupt.com	0	2019200015	2	111015	111021		
学生16	国际学院	电子商务与法律	2019200016	13922220016	2019200016@bupt.com	1	2019200016	2	111015	111021		
学生17	国际学院	电子商务与法律	2019200017	13922220017	2019200017@bupt.com	0	2019200017	2	111015	111021		
学生18	国际学院	电子商务与法律	2019200018	13922220018	2019200018@bupt.com	1	2019200018	2	111015	111021		
学生19	国际学院	电子商务与法律	2019200019	13922220019	2019200019@bupt.com	0	2019200019	2	111015	111021		
学生20	国际学院	电子商务与法律	2019200020	13922220020	2019200020@bupt.com	1	2019200020	2	111015	111021		
学生21	国际学院	电信工程与管理	2019200021	13922220021	2019200021@bupt.com	0	2019200021	2	111015	111021		
学生22	国际学院	电信工程与管理	2019200022	13922220022	2019200022@bupt.com	1	2019200022	2	111015	111021		
学生23	国际学院	电信工程与管理	2019200023	13922220023	2019200023@bupt.com	0	2019200023	2	111015	111021		
学生24	国际学院	电信工程与管理	2019200024	13922220024	2019200024@bupt.com	1	2019200024	2	111015	111021		
学生25	国际学院	电信工程与管理	2019200025	13922220025	2019200025@bupt.com	0	2019200025	2	111015	111021		
学生26	国际学院	电信工程与管理	2019200026	13922220026	2019200026@bupt.com	1	2019200026	2	111015	111021		
学生27	国际学院	电信工程与管理	2019200027	13922220027	2019200027@bupt.com	0	2019200027	2	111015	111021		
学生28	国际学院	电信工程与管理	2019200028	13922220028	2019200028@bupt.com	1	2019200028	2	111015	111021		
学生29	国际学院	电信工程与管理	2019200029	13922220029	2019200029@bupt.com	0	2019200029	2	111015	111021		
学生30	国际学院	电信工程与管理	2019200030	13922220030	2019200030@bupt.com	1	2019200030	2	111015	111021		
学生31	国际学院	电信工程与管理	2019200031	13922220031	2019200031@bupt.com	0	2019200031	2	111015	111021		
学生32	国际学院	电信工程与管理	2019200032	13922220032	2019200032@bupt.com	1	2019200032	2	111015	111021		
学生33	国际学院	电信工程与管理	2019200033	13922220033	2019200033@bupt.com	0	2019200033	2	111015	111021		
学生34	国际学院	电信工程与管理	2019200034	13922220034	2019200034@bupt.com	1	2019200034	2	111015	111021		
学生35	国际学院	电信工程与管理	2019200035	13922220035	2019200035@bupt.com	0	2019200035	2	111015	111021		
学生36	国际学院	电信工程与管理	2019200036	13922220036	2019200036@bupt.com	1	2019200036	2	111015	111021		
学生37	国际学院	电信工程与管理	2019200037	13922220037	2019200037@bupt.com	0	2019200037	2	111015	111021		
学生38	国际学院	电信工程与管理	2019200038	13922220038	2019200038@bupt.com	1	2019200038	2	111015	111021		
学生39	国际学院	电信工程与管理	2019200039	13922220039	2019200039@bupt.com	0	2019200039	2	111015	111021		
学生40	国际学院	电信工程与管理	2019200040	13922220040	2019200040@bupt.com	1	2019200040	2	111015	111021		
学生41	计算机学院	计算机科学与技术	2019200041	13922220041	2019200041@bupt.com	0	2019200041	1	111015			
学生42	计算机学院	计算机科学与技术	2019200042	13922220042	2019200042@bupt.com	1	2019200042	1	111015			
学生43	计算机学院	计算机科学与技术	2019200043	13922220043	2019200043@bupt.com	0	2019200043	1	111015			
学生44	计算机学院	计算机科学与技术	2019200044	13922220044	2019200044@bupt.com	1	2019200044	1	111015			
学生45	计算机学院	计算机科学与技术	2019200045	13922220045	2019200045@bupt.com	0	2019200045	1	111015			
学生46	计算机学院	计算机科学与技术	2019200046	13922220046	2019200046@bupt.com	1	2019200046	1	111015			
学生47	计算机学院	计算机科学与技术	2019200047	13922220047	2019200047@bupt.com	0	2019200047	1	111015			
学生48	计算机学院	计算机科学与技术	2019200048	13922220048	2019200048@bupt.com	1	2019200048	1	111015			
学生49	计算机学院	计算机科学与技术	2019200049	13922220049	2019200049@bupt.com	0	2019200049	1	111015			
学生50	计算机学院	计算机科学与技术	2019200050	13922220050	2019200050@bupt.com	1	2019200050	1	111015			
学生51	计算机学院	计算机科学与技术	2019200051	13922220051	2019200051@bupt.com	0	2019200051	1	111015			
学生52	计算机学院	计算机科学与技术	2019200052	13922220052	2019200052@bupt.com	1	2019200052	1	111015			
学生53	计算机学院	计算机科学与技术	2019200053	13922220053	2019200053@bupt.com	0	2019200053	1	111015			
学生54	计算机学院	计算机科学与技术	2019200054	13922220054	2019200054@bupt.com	1	2019200054	1	111015			
学生55	计算机学院	计算机科学与技术	2019200055	13922220055	2019200055@bupt.com	0	2019200055	1	111015			
学生56	计算机学院	计算机科学与技术	2019200056	13922220056	2019200056@bupt.com	1	2019200056	1	111015			
学生57	计算机学院	计算机科学与技术	2019200057	13922220057	2019200057@bupt.com	0	2019200057	1	111015			
学生58	计算机学院	计算机科学与技术	2019200058	13922220058	2019200058@bupt.com	1	2019200058	1	111015			
学生59	计算机学院	计算机科学与技术	2019200059	13922220059	2019200059@bupt.com	0	2019200059	1	111015			
学生60	计算机学院	计算机科学与技术	2019200060	13922220060	2019200060@bupt.com	1	2019200060	1	111015			
学生61	信息与通信工程学院	信息工程	2019200061	13922220061	2019200061@bupt.com	0	2019200061	1	111015			
学生62	信息与通信工程学院	信息工程	2019200062	13922220062	2019200062@bupt.com	1	2019200062	1	111015			
学生63	信息与通信工程学院	信息工程	2019200063	13922220063	2019200063@bupt.com	0	2019200063	1	111015			
学生64	信息与通信工程学院	信息工程	2019200064	13922220064	2019200064@bupt.com	1	2019200064	1	111015			
学生65	信息与通信工程学院	信息工程	2019200065	13922220065	2019200065@bupt.com	0	2019200065	1	111015			
学生66	信息与通信工程学院	信息工程	2019200066	13922220066	2019200066@bupt.com	1	2019200066	1	111015			
学生67	信息与通信工程学院	信息工程	2019200067	13922220067	2019200067@bupt.com	0	2019200067	1	111015			
学生68	信息与通信工程学院	信息工程	2019200068	13922220068	2019200068@bupt.com	1	2019200068	1	111015			
学生69	信息与通信工程学院	信息工程	2019200069	13922220069	2019200069@bupt.com	0	2019200069	1	111015			
学生70	信息与通信工程学院	信息工程	2019200070	13922220070	2019200070@bupt.com	1	2019200070	1	111015			
学生71	信息与通信工程学院	信息工程	2019200071	13922220071	2019200071@bupt.com	0	2019200071	1	111015			
学生72	信息与通信工程学院	信息工程	2019200072	13922220072	2019200072@bupt.com	1	2019200072	1	111015			
学生73	信息与通信工程学院	信息工程	2019200073	13922220073	2019200073@bupt.com	0	2019200073	1	111015			
学生74	信息与通信工程学院	信息工程	2019200074	13922220074	2019200074@bupt.com	1	2019200074	1	111015			
学生75	信息与通信工程学院	信息工程	2019200075	13922220075	2019200075@bupt.com	0	2019200075	1	111015			
